Year,Institute,Program,Quota,Category,Round,Opening Rank,Closing Rank
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,559335,1375649
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Electrical Engineering,Home State,OPEN,Round 1,1332170,1474357
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 1,483838,1462282
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Civil Engineering (FW),Home State,OPEN(TF),Round 1,1023949,1023949
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 1,625413,1457132
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,730041,1378580
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Civil Engineering,Home State,OPEN,Round 1,950532,1458281
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Civil Engineering (FW),Home State,OPEN(TF),Round 2,772326,772326
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 2,1458281,1458281
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,1202917,1443743
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Electrical Engineering,Home State,OPEN,Round 2,814342,814342
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 2,1411555,1411555
2025,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Electrical Engineering (FW),Home State,OPEN(TF),Round 3,228608,228608
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Mechanical Engineering,Home State,OPEN(GIRL),Round 1,1117579,1117579
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 1,1059453,1337755
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Civil Engineering,Home State,OPEN,Round 1,609684,1412321
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,480635,1386294
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Electronics and Communication Engineering,Home State,OPEN,Round 1,489540,1469760
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering,Home State,OPEN,Round 1,230962,1436716
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Mechanical Engineering (FW),Home State,OPEN(TF),Round 1,360614,1247319
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 1,379825,1002779
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,264953,422397
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Mechanical Engineering,Home State,OPEN,Round 1,767166,1473602
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Civil Engineering,Home State,OPEN,Round 2,803167,803167
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering,Home State,OPEN,Round 2,635557,635557
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,564647,564647
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering,Home State,OPEN,Round 3,830229,830229
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Electronics and Communication Engineering,Home State,OPEN,Round 3,715378,715378
2025,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Mechanical Engineering,Home State,OPEN,Round 3,997388,997388
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,SC,Round 1,585458,788154
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,SC(Girl),Round 1,849603,849603
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Electronics and Communication Engineering,Home State,EWS(GL),Round 1,1034365,1034365
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Electronics and Communication Engineering,Home State,BC(Girl),Round 1,1043821,1051809
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 1,538670,993387
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,EWS(OPEN),Round 1,423608,554842
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,OPEN(AF),Round 1,872377,872377
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,OPEN,Round 1,81199,365156
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Mechanical Engineering,Home State,OPEN,Round 1,474889,1369750
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Electronics and Communication Engineering,Home State,EWS(OPEN),Round 1,733043,1185959
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,BC(Girl),Round 1,374114,441549
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Electronics and Communication Engineering,Home State,OPEN,Round 1,248461,716186
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,BC,Round 1,464732,529771
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,194360,289541
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Electronics and Communication Engineering,Home State,BC,Round 1,751076,1002848
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Electronics and Communication Engineering,Home State,SC,Round 1,809926,1365773
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,BC(Girl),Round 2,503862,597001
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,BC,Round 2,580522,752098
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,EWS(OPEN),Round 2,596098,877814
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,374114,467082
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,OPEN,Round 2,402280,554842
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,SC(Girl),Round 2,899078,899078
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,SC,Round 2,710224,1365773
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 2,1043821,1061349
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Electronics and Communication Engineering,Home State,OPEN,Round 2,744279,1279527
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Mechanical Engineering,Home State,OPEN,Round 2,1246786,1246786
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,BC(Girl),Round 3,899743,899743
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,BC,Round 3,854472,1120465
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,EWS(OPEN),Round 3,1036303,1429135
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,OPEN(GIRL),Round 3,367863,367863
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,OPEN,Round 3,581969,751076
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,Home State,SC,Round 3,1219501,1219501
2025,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Electronics and Communication Engineering,Home State,OPEN,Round 3,378520,378520
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Information Technology,Home State,OPEN,Round 1,883954,1448223
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Information Technology,Home State,OPEN(GIRL),Round 1,224367,1078485
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering,Home State,EWS(OPEN),Round 1,1215220,1215220
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Mechanical Engineering,Home State,OPEN(GIRL),Round 1,620067,620067
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering,Home State,SC,Round 1,1076291,1076291
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,BC,Round 1,670759,1445982
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,OPEN(AF),Round 1,1078631,1078631
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,SC,Round 1,689407,1378492
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC(Girl),Round 1,1013645,1298641
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC,Round 1,956023,1343822
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electrical Engineering,Home State,OPEN(GIRL),Round 1,393767,667455
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science),Home State,OPEN(GIRL),Round 1,305221,913021
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science),Home State,OPEN,Round 1,281817,995362
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,SC(Girl),Round 1,903426,1397527
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 1,97713,667081
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Civil Engineering,Home State,OPEN(GIRL),Round 1,76475,1048167
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Civil Engineering,Home State,OPEN,Round 1,335714,1171552
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Information Technology (FW),Home State,OPEN(TF),Round 1,336537,349733
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Round 1,105224,1047162
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 1,148465,817919
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 1,112500,315753
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 1,145237,392146
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science) (FW),Home State,OPEN(TF),Round 1,297575,337653
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Round 1,857431,857431
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 1,154602,1158414
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering,Home State,BC,Round 1,1114905,1114905
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,BC(Girl),Round 1,780647,1295219
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 1,308560,775228
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,EWS(GL),Round 1,640950,841961
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,136297,622121
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electrical Engineering,Home State,OPEN,Round 1,824218,1166094
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Mechanical Engineering,Home State,OPEN,Round 1,634016,1256826
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,EWS(OPEN),Round 1,699651,1036387
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(OPEN),Round 1,887559,1314404
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,136702,307150
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Civil Engineering (FW),Home State,OPEN(TF),Round 1,307802,428657
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Civil Engineering,Home State,OPEN(GIRL),Round 2,800520,1132252
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Civil Engineering,Home State,OPEN,Round 2,821264,821264
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Civil Engineering (FW),Home State,OPEN(TF),Round 2,442943,442943
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,BC(Girl),Round 2,1106078,1156598
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,BC,Round 2,1313320,1392432
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,EWS(GL),Round 2,1117826,1117826
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,EWS(OPEN),Round 2,1216123,1216123
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,330975,1014102
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 2,230510,1209073
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,168652,275295
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electrical Engineering,Home State,OPEN(GIRL),Round 2,156444,1265090
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 2,568175,1241060
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Round 2,514565,1215220
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Information Technology,Home State,OPEN,Round 2,734087,963610
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Information Technology (FW),Home State,OPEN(TF),Round 2,312759,378836
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Mechanical Engineering,Home State,OPEN,Round 2,621999,621999
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC(Girl),Round 2,1063850,1372947
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 2,525869,1013645
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 2,456098,1448614
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 2,194356,280267
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science),Home State,OPEN(GIRL),Round 2,615115,1298641
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science),Home State,OPEN,Round 2,1037823,1120784
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science) (FW),Home State,OPEN(TF),Round 2,287106,287106
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 3,258461,637822
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 3,312609,1445982
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electrical Engineering,Home State,OPEN(GIRL),Round 3,620067,620067
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electrical Engineering,Home State,OPEN,Round 3,802060,1061080
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Mechanical Engineering,Home State,OPEN,Round 3,736339,736339
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 3,570387,1372947
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 3,330213,1119555
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 3,126023,126023
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science),Home State,OPEN(GIRL),Round 3,466759,466759
2025,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science),Home State,OPEN,Round 3,797590,822242
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 1,642501,744726
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Information Technology,Home State,OPEN,Round 1,919450,1205935
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,BC(Girl),Round 1,1181981,1241276
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 1,507490,1456644
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 1,230510,1470856
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN(GIRL),Round 1,300114,300114
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 1,236294,834908
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 1,267577,1357135
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(OPEN),Round 1,1414136,1414136
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(GIRL),Round 1,146409,825858
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Information Technology (FW),Home State,OPEN(TF),Round 1,409990,549628
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Round 1,826572,1081063
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electrical Engineering (FW),Home State,OPEN(TF),Round 1,719918,906622
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,156382,378916
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 1,124201,363495
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 1,366158,452546
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Mechanical Engineering (FW),Home State,OPEN(TF),Round 1,854588,854588
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,195862,1434567
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(GL),Round 1,866583,866583
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,OPEN(GIRL),Round 2,969777,969777
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,OPEN,Round 2,581924,581924
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,302921,904400
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 2,254705,792492
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,135206,395662
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electrical Engineering (FW),Home State,OPEN(TF),Round 2,455853,455853
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Round 2,576502,576502
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 2,487910,495541
