Year,Institute,Program,Quota,Category,Round,Opening Rank,Closing Rank
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,ST(Girl),Round 1,470069,470069
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,EWS(AF),Round 1,101590,101590
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,ST(Girl),Round 1,258784,258784
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,SC(Girl),Round 1,190556,205366
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,BC,Round 1,31392,39626
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,OPEN,Round 1,54145,86889
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,OPEN(AF),Round 1,80779,90768
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC(PH),Round 1,271776,271776
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,BC(AF),Round 1,139855,139855
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,BC(Girl),Round 2,102554,102554
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,SC(Girl),Round 2,216507,220392
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,BC(AF),Round 2,163442,163442
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,BC(Girl),Round 2,132955,148396
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,BC,Round 2,90608,102860
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,EWS(GL),Round 2,121750,121750
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,EWS(OPEN),Round 2,102320,103284
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,OPEN(GIRL),Round 2,105453,117269
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,OPEN,Round 2,69318,84453
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,SC(Girl),Round 2,261438,270749
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,SC,Round 2,241802,266060
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,ST(Girl),Round 2,772009,772009
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering (FW),Home State,OPEN(TF),Round 2,70210,70210
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,BC(Girl),Round 2,51959,64908
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,BC,Round 2,41003,44675
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,BC(PH),Round 2,887035,887035
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,EWS(GL),Round 2,49308,50198
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,EWS(OPEN),Round 2,36406,40657
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(AF),Round 2,39680,39680
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,40391,44014
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 2,13599,33715
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(PH),Round 2,145514,145514
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC(AF),Round 2,296906,296906
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC(Girl),Round 2,167512,175443
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC,Round 2,107863,145029
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC(PH),Round 2,715856,715856
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,ST(Girl),Round 2,363986,363986
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,22984,22984
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,BC(Girl),Round 2,86509,92656
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,BC,Round 2,61136,66757
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,EWS(AF),Round 2,182843,182843
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,EWS(GL),Round 2,77494,77494
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,EWS(OPEN),Round 2,60024,60796
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN(AF),Round 2,71917,71917
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN(GIRL),Round 2,68055,68055
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN,Round 2,52382,58449
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN(PH),Round 2,724049,724049
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,SC,Round 2,197855,214404
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,ST,Round 2,466970,495546
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering (FW),Home State,OPEN(TF),Round 2,52121,52121
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,BC(AF),Round 2,70571,70571
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,BC(Girl),Round 2,70980,73783
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,BC,Round 2,54091,56811
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,BC(PH),Round 2,70060,70060
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,EWS(OPEN),Round 2,50752,52020
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN(AF),Round 2,67100,67100
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 2,56132,59873
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Round 2,44105,50139
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,SC(Girl),Round 2,208172,211665
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,SC,Round 2,180159,191102
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,SC(PH),Round 2,908798,908798
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,ST(Girl),Round 2,380482,380482
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,ST,Round 2,409046,409046
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 2,46072,46072
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,BC,Round 2,68790,85037
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,EWS(AF),Round 2,348352,348352
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,OPEN(GIRL),Round 2,69434,75761
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,OPEN,Round 2,60888,68439
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,SC(Girl),Round 2,261333,271767
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,SC,Round 2,205835,239465
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,ST,Round 2,513734,513734
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering (FW),Home State,OPEN(TF),Round 2,63092,63666
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,BC(Girl),Round 2,99489,148378
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,BC,Round 2,103356,110213
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,EWS(OPEN),Round 2,101811,105415
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,OPEN(AF),Round 2,99979,99979
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,OPEN(GIRL),Round 2,87372,94194
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,OPEN,Round 2,66417,95352
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,SC(Girl),Round 2,279499,285901
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,SC,Round 2,257954,292196
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering (FW),Home State,OPEN(TF),Round 2,70842,70842
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC(AF),Round 2,64713,64713
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC(Girl),Round 2,57384,65492
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC,Round 2,45009,48674
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC(PH),Round 2,520590,520590
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(FF),Round 2,319488,319488
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(GL),Round 2,50305,50305
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(OPEN),Round 2,42348,44507
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(AF),Round 2,54014,55536
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(FF),Round 2,192325,192325
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(GIRL),Round 2,44067,49370
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 2,35763,42322
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(PH),Round 2,366000,366000
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,SC(AF),Round 2,337279,337279
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,SC(Girl),Round 2,190556,196719
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,SC,Round 2,151154,161575
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,SC(PH),Round 2,1040219,1040219
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,BC(AF),Round 2,65419,65419
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,BC(Girl),Round 2,66429,70690
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,BC,Round 2,50144,52865
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,BC(PH),Round 2,1204504,1204504
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,EWS(GL),Round 2,55273,55273
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,EWS(OPEN),Round 2,47060,47906
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,EWS(PH),Round 2,731295,731295
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN(AF),Round 2,57747,61799
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN(GIRL),Round 2,49447,54726
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN,Round 2,41831,45212
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN(PH),Round 2,681057,681057
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,SC(AF),Round 2,334800,334800
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,SC(Girl),Round 2,206825,206825
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,SC,Round 2,167749,181145
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,ST,Round 2,351847,351847
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance) (FW),Home State,OPEN(TF),Round 2,35704,35704
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,BC(AF),Round 3,194244,194244
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,BC(Girl),Round 3,146229,146229
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,BC,Round 3,66449,83705
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,SC,Round 3,216494,267427
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,BC,Round 3,43739,45673
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,EWS(OPEN),Round 3,41416,41416
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 3,45324,45324
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 3,25154,34751
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC(Girl),Round 3,190556,190556
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC,Round 3,145686,151154
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,BC(Girl),Round 3,94044,94044
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,BC,Round 3,59393,59393
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,EWS(OPEN),Round 3,61797,61797
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN(AF),Round 3,67818,67818
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN(GIRL),Round 3,63171,63171
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN,Round 3,51736,58757
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,SC(Girl),Round 3,236091,236091
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,SC,Round 3,194065,194065
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering (FW),Home State,OPEN(TF),Round 3,52339,52339
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,BC,Round 3,55696,58379
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,EWS(OPEN),Round 3,51448,52109
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 3,57404,57404
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Round 3,46836,51165
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,SC,Round 3,184324,191116
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 3,46689,46689
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,BC,Round 3,71209,74506
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,OPEN,Round 3,63251,67219
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,SC,Round 3,195194,241802
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering (FW),Home State,OPEN(TF),Round 3,65086,65086
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,BC(Girl),Round 3,105785,105785
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,OPEN(GIRL),Round 3,69038,69038
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,OPEN,Round 3,68551,80476
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,Home State,SC,Round 3,293677,304282
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering (FW),Home State,OPEN(TF),Round 3,79059,79600
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC(Girl),Round 3,63914,63914
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,BC,Round 3,49505,50510
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(GL),Round 3,52401,52401
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS(OPEN),Round 3,44811,46793
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(GIRL),Round 3,49531,50436
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 3,42925,43789
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,SC(Girl),Round 3,204204,205366
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,SC,Round 3,163228,164934
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,BC,Round 3,52922,55442
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,EWS(OPEN),Round 3,47980,47980
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN(GIRL),Round 3,54769,54769
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN,Round 3,45285,47060
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,SC(Girl),Round 3,194203,215576
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,SC,Round 3,184632,189271
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),Home State,ST,Round 3,367052,367052
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,SC(Girl),Round 3,302425,315110
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Computer Science and Engineering,Home State,SC,Round 1,639743,1120190
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Mechanical Engineering,Home State,OPEN(GIRL),Round 1,379443,379443
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Computer Science and Engineering,Home State,BC,Round 1,661806,1278600
2025,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Artificial Intelligence And Machine Learning,Home State,EWS(GL),Round 1,1309212,1309212
